year,category,query,location,rank
2011,Falling Searches,Myspace,Global,1
2011,Falling Searches,Hi5,Global,2
2011,Falling Searches,Mebo,Global,3
2011,Falling Searches,Nasza Klasa,Global,4
2011,Falling Searches,Netlog,Global,5
2011,Fastest Rising,Rebecca Black,Global,1
2011,Fastest Rising,Google Plus,Global,2
2011,Fastest Rising,Ryan Dunn,Global,3
2011,Fastest Rising,Casey Anthony,Global,4
2011,Fastest Rising,Battlefield 3,Global,5
2011,Food & Drink,Wendy's,Global,1
2011,Food & Drink,Just Eat,Global,2
2011,Food & Drink,Little Caesars,Global,3
2011,Food & Drink,Chick-Fil-A,Global,4
2011,Food & Drink,Allrecipes,Global,5
2011,Google Maps,UTM,Global,1
2011,Google Maps,Siegessaule Berlin,Global,2
2011,Google Maps,Dpt Conforama,Global,3
2011,Google Maps,Wells Fargo,Global,4
2011,Google Maps,Friseur,Global,5
2011,Google News,Fukushima,Global,1
2011,Google News,iPhone 4s,Global,2
2011,Google News,Melania Rea,Global,3
2011,Google News,Salvatore Parolisi,Global,4
2011,Google News,Lamberto Sposini,Global,5
2011,People,Big Meech,Global,1
2011,People,Steve Jobs,Global,2
2011,People,John Dahlback,Global,3
2011,People,Nicki Minaj,Global,4
2011,People,Rihanna,Global,5
2011,Sports,Mayweather vs. Ortiz,Global,1
2011,Sports,SoccerStar,Global,2
2011,Sports,Dan Wheldon,Global,3
2011,Sports,UFC Rio,Global,4
2011,Sports,Marco Simoncelli,Global,5
2012,Airlines,Southwest Airlines,Global,1
2012,Airlines,United Airlines,Global,2
2012,Airlines,American Airlines,Global,3
2012,Airlines,Delta Airlines,Global,4
2012,Airlines,Air France,Global,5
2012,Athletes,Jeremy Lin,Global,1
2012,Athletes,Michael Phelps,Global,2
2012,Athletes,Peyton Manning,Global,3
2012,Athletes,McKayla Maroney,Global,4
2012,Athletes,Junior Seau,Global,5
2012,Consumer Electronics,iPad 3,Global,1
2012,Consumer Electronics,Samsung Galaxy S3,Global,2
2012,Consumer Electronics,iPad Mini,Global,3
2012,Consumer Electronics,Nexus 7,Global,4
2012,Consumer Electronics,Galaxy Note 2,Global,5
2012,Events,Hurricane Sandy,Global,1
2012,Events,Kate Middleton Pictures Released,Global,2
2012,Events,Olympics 2012,Global,3
2012,Events,SOPA Debate,Global,4
2012,Events,Costa Concordia crash,Global,5
2012,Feature Films,The Hunger Games,Global,1
2012,Feature Films,Skyfall,Global,2
2012,Feature Films,Prometheus,Global,3
2012,Feature Films,The Avengers,Global,4
2012,Feature Films,Magic Mike,Global,5
2012,Google+ Hashtags,#SOPA,Global,1
2012,Google+ Hashtags,#Awesome,Global,2
2012,Google+ Hashtags,#Sandy,Global,3
2012,Google+ Hashtags,#IO12,Global,4
2012,Google+ Hashtags,#Curiosity,Global,5
2012,Images,One Direction,Global,1
2012,Images,Selena Gomez,Global,2
2012,Images,iPhone 5,Global,3
2012,Images,Megan Fox,Global,4
2012,Images,Rihanna,Global,5
2012,People,Whitney Houston,Global,1
2012,People,Kate Middleton,Global,2
2012,People,Amanda Todd,Global,3
2012,People,Michael Clarke Duncan,Global,4
2012,People,One Direction,Global,5
2012,Performing Artists,Whitney Houston,Global,1
2012,Performing Artists,Michael Clarke Duncan,Global,2
2012,Performing Artists,One Direction,Global,3
2012,Performing Artists,Donna Summer,Global,4
2012,Performing Artists,Lana Del Rey,Global,5
2012,Searches,Whitney Houston,Global,1
2012,Searches,Gangnam Style,Global,2
2012,Searches,Hurricane Sandy,Global,3
2012,Searches,iPad 3,Global,4
2012,Searches,Diablo 3,Global,5
2012,TV Shows,BBB12,Global,1
2012,TV Shows,Avenida Brasil,Global,2
2012,TV Shows,Here Comes Honey Boo Boo,Global,3
2012,TV Shows,The Voice,Global,4
2012,TV Shows,American Idol,Global,5
2012,Videos,Gangnam Style,Global,1
2012,Videos,Somebody That I Used to Know by Walk off the Earth,Global,2
2012,Videos,KONY 2012,Global,3
2012,Videos,Call Me Maybe featuring Justin Bieber,Global,4
2012,Videos,Obama vs. Romney Epic Rap Battles of History,Global,5
2013,Athletes,Oscar Pistorius,Global,1
2013,Athletes,Aaron Hernandez,Global,2
2013,Athletes,Adrian Peterson,Global,3
2013,Athletes,Kevin Ware,Global,4
2013,Athletes,Lance Armstrong,Global,5
2013,Consumer Electronics,iPhone 5s,Global,1
2013,Consumer Electronics,Samsung Galaxy S4,Global,2
2013,Consumer Electronics,PlayStation 4,Global,3
2013,Consumer Electronics,Xbox One,Global,4
2013,Consumer Electronics,Nexus 5,Global,5
2013,Events,Boston Marathon,Global,1
2013,Events,Typhoon Haiyan,Global,2
2013,Events,Government Shutdown,Global,3
2013,Events,2014 FIFA World Cup,Global,4
2013,Events,Chinese New Year,Global,5
2013,Google+ Hashtags,#Boston,Global,1
2013,Google+ Hashtags,#BreakingBad,Global,2
2013,Google+ Hashtags,#TyphoonHaiyan,Global,3
2013,Google+ Hashtags,#MileyCryus,Global,4
2013,Google+ Hashtags,#Pope,Global,5
2013,Movies,Man of Steel,Global,1
2013,Movies,Iron Man 3,Global,2
2013,Movies,World War Z,Global,3
2013,Movies,Django Unchained,Global,4
2013,Movies,Despicable Me 2,Global,5
2013,People,Nelson Mandela,Global,1
2013,People,Paul Walker,Global,2
2013,People,Malala Yousafzai,Global,3
2013,People,James Gandolfini,Global,4
2013,People,Miley Cyrus,Global,5
2013,Performing Artists,Cory Monteith,Global,1
2013,Performing Artists,Amanda Bynes,Global,2
2013,Performing Artists,James Gandolfini,Global,3
2013,Performing Artists,Charlie Hunnam,Global,4
2013,Performing Artists,Robin Thicke,Global,5
2013,TV Shows,Under The Dome,Global,1
2013,TV Shows,Defiance,Global,2
2013,TV Shows,Big Brother 15,Global,3
2013,TV Shows,Agents of S.H.I.E.L.D.,Global,4
2013,TV Shows,Here Comes Honey Boo Boo,Global,5
2013,Top Trending,Nelson Mandela,Global,1
2013,Top Trending,Paul Walker,Global,2
2013,Top Trending,iPhone 5s,Global,3
2013,Top Trending,Cory Monteith,Global,4
2013,Top Trending,Harlem Shake,Global,5
2013,YouTube Videos,Ylvis - The Fox (What Does the Fox Say?),Global,1
2013,YouTube Videos,Harlem Shake (Original Army Edition),Global,2
2013,YouTube Videos,How Animals Eat Their Food | MisterEpicMann,Global,3
2013,YouTube Videos,Baby&Me / The New Evian Film,Global,4
2013,YouTube Videos,Miley Cyrus - Wrecking Ball (Chatroulette Version),Global,5
2014,Athletes,James Rodriguez,Global,1
2014,Athletes,Michael Schumacher,Global,2
2014,Athletes,Ray Rice,Global,3
2014,Athletes,Luis Suarez,Global,4
2014,Athletes,Neymar da Silva Santos,Global,5
2014,Consumer Electronics,iPhone 6,Global,1
2014,Consumer Electronics,Samsung Galaxy S5,Global,2
2014,Consumer Electronics,Nexus 6,Global,3
2014,Consumer Electronics,Moto G,Global,4
2014,Consumer Electronics,Samsung Note 4,Global,5
2014,Global News,Ebola,Global,1
2014,Global News,ISIS,Global,2
2014,Global News,Malaysia Airlines,Global,3
2014,Global News,Crimea / Ukraine,Global,4
2014,Global News,Ferguson,Global,5
2014,Google Doodles of 2014,World Cup 2014 - Watching the game while the boss is away,Global,1
2014,Google Doodles of 2014,2014 Winter Olympics,Global,2
2014,Google Doodles of 2014,Rubik's Cube,Global,3
2014,Google Doodles of 2014,Philae Robotic Lander,Global,4
2014,Google Doodles of 2014,Nelson Mandela,Global,5
2014,Loss,Robin Williams,Global,1
2014,Loss,Philip Seymour Hoffman,Global,2
2014,Loss,Peaches Geldof,Global,3
2014,Loss,Shirley Temple,Global,4
2014,Loss,Maya Angelou,Global,5
2014,People,Jennifer Lawrence,Global,1
2014,People,Kim Kardashian,Global,2
2014,People,Julie Gayet,Global,3
2014,People,Tracy Morgan,Global,4
2014,People,Renee Zellweger,Global,5
2014,Searches,Robin Williams,Global,1
2014,Searches,World Cup,Global,2
2014,Searches,Ebola,Global,3
2014,Searches,Malaysia Airlines,Global,4
2014,Searches,ALS Ice Bucket Challenge,Global,5
2014,World Cup Matches,Brazil vs Germany,Global,1
2014,World Cup Matches,Germany vs Argentina,Global,2
2014,World Cup Matches,Brazil vs Chile,Global,3
2014,World Cup Matches,Argentina vs Belgium,Global,4
2014,World Cup Matches,Brazil vs Croatia,Global,5
2014,YouTube Videos,Mutant Giant Spider Dog (SA Wardega),Global,1
2014,YouTube Videos,"Nike Football: Winner Stays. ft. Ronaldo, Neymar Jr., Rooney, Ibrahimović, Iniesta & more",Global,2
2014,YouTube Videos,FIRST KISS,Global,3
2014,YouTube Videos,The Voice IT | Serie 2 | Blind 2 | Suor Cristina Scuccia - #TEAMJ-AX,Global,4
2014,YouTube Videos,iPhone 6 Plus Bend Test,Global,5
2015,Consumer Tech,iPhone 6S,Global,1
2015,Consumer Tech,Samsung Galaxy S6,Global,2
2015,Consumer Tech,Apple Watch,Global,3
2015,Consumer Tech,iPad Pro,Global,4
2015,Consumer Tech,LG G4,Global,5
2015,Global News,Charlie Hebdo,Global,1
2015,Global News,Paris,Global,2
2015,Global News,Hurricane Patricia,Global,3
2015,Global News,Isis,Global,4
2015,Global News,Nepal,Global,5
2015,Global Sporting Events,Copa America,Global,1
2015,Global Sporting Events,Wimbledon,Global,2
2015,Global Sporting Events,Tour de France,Global,3
2015,Global Sporting Events,Rugby World Cup,Global,4
2015,Global Sporting Events,Super Bowl,Global,5
2015,Loss,Bobbi Kristina,Global,1
2015,Loss,Cristiano Araujo,Global,2
2015,Loss,Christopher Lee,Global,3
2015,Loss,Sandra Bland,Global,4
2015,Loss,Stuart Scott,Global,5
2015,Movies,Jurassic World,Global,1
2015,Movies,Furious 7,Global,2
2015,Movies,American Sniper,Global,3
2015,Movies,Fifty Shade of Grey,Global,4
2015,Movies,Minions,Global,5
2015,Music Artists,Adele,Global,1
2015,Music Artists,Sia,Global,2
2015,Music Artists,Eagles of Death Metal,Global,3
2015,Music Artists,Sam Smith,Global,4
2015,Music Artists,Meghan Trainor,Global,5
2015,People,Lamar Odom,Global,1
2015,People,Ronda Rousey,Global,2
2015,People,Caitlyn Jenner,Global,3
2015,People,Adele,Global,4
2015,People,Charlie Sheen,Global,5
2015,Searches,Lamar Odom,Global,1
2015,Searches,Charlie Hebdo,Global,2
2015,Searches,Agar.io,Global,3
2015,Searches,Jurassic World,Global,4
2015,Searches,Paris,Global,5
2015,TV Shows,Big Brother Brazil,Global,1
2015,TV Shows,Jessica Jones,Global,2
2015,TV Shows,Bigg Boss,Global,3
2015,TV Shows,Fear the Walking Dead,Global,4
2015,TV Shows,Better Call Saul,Global,5
2016,Consumer Tech,iPhone 7,Global,1
2016,Consumer Tech,Freedom 251,Global,2
2016,Consumer Tech,iPhone SE,Global,3
2016,Consumer Tech,iPhone 6S,Global,4
2016,Consumer Tech,Google Pixel,Global,5
2016,Global News,US Election,Global,1
2016,Global News,Olympics,Global,2
2016,Global News,Brexit,Global,3
2016,Global News,Orlando Shooting,Global,4
2016,Global News,Zika Virus,Global,5
2016,Global Sporting Events,Rio Olympics,Global,1
2016,Global Sporting Events,World Series,Global,2
2016,Global Sporting Events,Tour de France,Global,3
2016,Global Sporting Events,Wimbledon,Global,4
2016,Global Sporting Events,Australian Open,Global,5
2016,Losses,Prince,Global,1
2016,Losses,David Bowie,Global,2
2016,Losses,Christina Grimmie,Global,3
2016,Losses,Alan Rickman,Global,4
2016,Losses,Muhammad Ali,Global,5
2016,Movies,Deadpool,Global,1
2016,Movies,Suicide Squad,Global,2
2016,Movies,The Revenant,Global,3
2016,Movies,Captain America Civil War,Global,4
2016,Movies,Batman v Superman,Global,5
2016,Musicians,Céline Dion,Global,1
2016,Musicians,Kesha,Global,2
2016,Musicians,Michael Bublé,Global,3
2016,Musicians,Creed,Global,4
2016,Musicians,'ディーン フジオカ (Dean Fujioka),Global,5
2016,People,Donald Trump,Global,1
2016,People,Hillary Clinton,Global,2
2016,People,Michael Phelps,Global,3
2016,People,Melania Trump,Global,4
2016,People,Simone Biles,Global,5
2016,Searches,Pokémon Go,Global,1
2016,Searches,iPhone 7,Global,2
2016,Searches,Donald Trump,Global,3
2016,Searches,Prince,Global,4
2016,Searches,Powerball,Global,5
2016,TV Shows,Stranger Things,Global,1
2016,TV Shows,Westworld,Global,2
2016,TV Shows,Luke Cage,Global,3
2016,TV Shows,Game of Thrones,Global,4
2016,TV Shows,Black Mirror,Global,5
2017,Actors,Meghan Markle,Global,1
2017,Actors,Kevin Spacey,Global,2
2017,Actors,Gal Gadot,Global,3
2017,Actors,Louis C.K.,Global,4
2017,Actors,Bill Skarsgård,Global,5
2017,Consumer Tech,iPhone 8,Global,1
2017,Consumer Tech,iPhone X,Global,2
2017,Consumer Tech,Nintendo Switch,Global,3
2017,Consumer Tech,Samsung Galaxy S8,Global,4
2017,Consumer Tech,Xbox One X,Global,5
2017,Elections,French election,Global,1
2017,Elections,German federal election,Global,2
2017,Elections,UK election,Global,3
2017,Elections,Uttar Pradesh election,Global,4
2017,Elections,Georgia special election,Global,5
2017,Global News,Hurricane Irma,Global,1
2017,Global News,Bitcoin,Global,2
2017,Global News,Las Vegas Shooting,Global,3
2017,Global News,North Korea,Global,4
2017,Global News,Solar Eclipse,Global,5
2017,Global Sporting Events,Wimbledon,Global,1
2017,Global Sporting Events,Super Bowl,Global,2
2017,Global Sporting Events,Mayweather vs McGregor Fight,Global,3
2017,Global Sporting Events,Tour de France,Global,4
2017,Global Sporting Events,World Series,Global,5
2017,How To...,How to make slime,Global,1
2017,How To...,How to make solar eclipse glasses,Global,2
2017,How To...,How to buy Bitcoin,Global,3
2017,How To...,How to watch Mayweather vs McGregor,Global,4
2017,How To...,How to make a fidget spinner,Global,5
2017,Losses,Tom Petty,Global,1
2017,Losses,Chester Bennington,Global,2
2017,Losses,Chris Cornell,Global,3
2017,Losses,Bill Paxton,Global,4
2017,Losses,Hugh Hefner,Global,5
2017,Memes,Cash Me Outside Meme,Global,1
2017,Memes,United Airlines Meme,Global,2
2017,Memes,Elf on the Shelf Meme,Global,3
2017,Memes,What in Tarnation Meme,Global,4
2017,Memes,Spongebob Mocking Meme,Global,5
2017,Movies,IT,Global,1
2017,Movies,Wonder Woman,Global,2
2017,Movies,Beauty and the Beast,Global,3
2017,Movies,Logan,Global,4
2017,Movies,Justice League,Global,5
2017,Musicians and Bands,Ariana Grande,Global,1
2017,Musicians and Bands,Linkin Park,Global,2
2017,Musicians and Bands,Lady Gaga,Global,3
2017,Musicians and Bands,Mariah Carey,Global,4
2017,Musicians and Bands,Ed Sheeran,Global,5
2017,People,Matt Lauer,Global,1
2017,People,Meghan Markle,Global,2
2017,People,Nadia Toffa,Global,3
2017,People,Harvey Weinstein,Global,4
2017,People,Kevin Spacey,Global,5
2017,Recipe,Chicken breast recipe,Global,1
2017,Recipe,Ground beef recipe,Global,2
2017,Recipe,Poğaça tarifi (Turkish bread recipe),Global,3
2017,Recipe,French toast recipe,Global,4
2017,Recipe,Kek tarifi (cake recipe),Global,5
2017,Searches,Hurricane Irma,Global,1
2017,Searches,iPhone 8,Global,2
2017,Searches,iPhone X,Global,3
2017,Searches,Matt Lauer,Global,4
2017,Searches,Meghan Markle,Global,5
2017,Songs/Lyrics,Despacito,Global,1
2017,Songs/Lyrics,Shape of You,Global,2
2017,Songs/Lyrics,Perfect,Global,3
2017,Songs/Lyrics,Havana,Global,4
2017,Songs/Lyrics,Look What You Made Me Do,Global,5
2017,TV Shows,Stranger Things,Global,1
2017,TV Shows,13 Reasons Why,Global,2
2017,TV Shows,Big Brother Brasil,Global,3
2017,TV Shows,Game of Thrones,Global,4
2017,TV Shows,Iron Fist,Global,5
2018,Actors,Sylvester Stallone,Global,1
2018,Actors,Logan Paul,Global,2
2018,Actors,Pete Davidson,Global,3
2018,Actors,Bill Cosby,Global,4
2018,Actors,Noah Centineo,Global,5
2018,Athletes,Tristan Thompson,Global,1
2018,Athletes,Alexis Sánchez,Global,2
2018,Athletes,Lindsey Vonn,Global,3
2018,Athletes,Shaun White,Global,4
2018,Athletes,Khabib Nurmagomedov,Global,5
2018,Loss,Avicii,Global,1
2018,Loss,Mac Miller,Global,2
2018,Loss,Stan Lee,Global,3
2018,Loss,Anthony Bourdain,Global,4
2018,Loss,XXXTentacion,Global,5
2018,Movies,Black Panther,Global,1
2018,Movies,Deadpool 2,Global,2
2018,Movies,Venom,Global,3
2018,Movies,Avengers: Infinity War,Global,4
2018,Movies,Bohemian Rhapsody,Global,5
2018,Musicians and Bands,Demi Lovato,Global,1
2018,Musicians and Bands,Cardi B,Global,2
2018,Musicians and Bands,Daniel Küblböck,Global,3
2018,Musicians and Bands,Travis Scott,Global,4
2018,Musicians and Bands,Rick Ross,Global,5
2018,News,World Cup,Global,1
2018,News,Hurricane Florence,Global,2
2018,News,Mega Millions Result,Global,3
2018,News,Royal Wedding,Global,4
2018,News,Election Results,Global,5
2018,People,Meghan Markle,Global,1
2018,People,Demi Lovato,Global,2
2018,People,Sylvester Stallone,Global,3
2018,People,Logan Paul,Global,4
2018,People,Khloé Kardashian,Global,5
2018,Searches,World Cup,Global,1
2018,Searches,Avicii,Global,2
2018,Searches,Mac Miller,Global,3
2018,Searches,Stan Lee,Global,4
2018,Searches,Black Panther,Global,5
2018,TV Shows,延禧攻略,Global,1
2018,TV Shows,Altered Carbon,Global,2
2018,TV Shows,บุพเพสันนิวาส,Global,3
2018,TV Shows,मोटू पतलू,Global,4
2018,TV Shows,Roseanne,Global,5
2019,Actors,Jussie Smollett,Global,1
2019,Actors,Kevin Hart,Global,2
2019,Actors,Joaquin Phoenix,Global,3
2019,Actors,Keanu Reeves,Global,4
2019,Actors,Lori Loughlin,Global,5
2019,Athletes,Antonio Brown,Global,1
2019,Athletes,Neymar,Global,2
2019,Athletes,Bryce Harper,Global,3
2019,Athletes,David Ortiz,Global,4
2019,Athletes,Alex Morgan,Global,5
2019,Movies,Avengers: Endgame,Global,1
2019,Movies,Joker,Global,2
2019,Movies,Captain Marvel,Global,3
2019,Movies,Toy Story 4,Global,4
2019,Movies,Aquaman,Global,5
2019,News,Copa America,Global,1
2019,News,Notre Dame,Global,2
2019,News,ICC Cricket World Cup,Global,3
2019,News,Hurricane Dorian,Global,4
2019,News,Rugby World Cup,Global,5
2019,Passings,Cameron Boyce,Global,1
2019,Passings,Nipsey Hussle,Global,2
2019,Passings,Julen,Global,3
2019,Passings,Karl Lagerfeld,Global,4
2019,Passings,Emiliano Sala,Global,5
2019,People,Antonio Brown,Global,1
2019,People,Neymar,Global,2
2019,People,James Charles,Global,3
2019,People,Jussie Smollett,Global,4
2019,People,Kevin Hart,Global,5
2019,Searches,India vs South Africa,Global,1
2019,Searches,Cameron Boyce,Global,2
2019,Searches,Copa America,Global,3
2019,Searches,Bangladesh vs India,Global,4
2019,Searches,iPhone 11,Global,5
2019,Songs,Old Town Road,Global,1
2019,Songs,7 Rings,Global,2
2019,Songs,Shallow,Global,3
2019,Songs,Señorita,Global,4
2019,Songs,Memories,Global,5
2019,TV Shows,Game of Thrones,Global,1
2019,TV Shows,Stranger Things,Global,2
2019,TV Shows,Chernobyl,Global,3
2019,TV Shows,When They See Us,Global,4
2019,TV Shows,The Umbrella Academy,Global,5
2020,Actors,Tom Hanks,Global,1
2020,Actors,Joaquin Phoenix,Global,2
2020,Actors,Amitabh Bachchan,Global,3
2020,Actors,Ricky Gervais,Global,4
2020,Actors,Jada Pinkett Smith,Global,5
2020,Athletes,Ryan Newman,Global,1
2020,Athletes,Michael Jordan,Global,2
2020,Athletes,Tyson Fury,Global,3
2020,Athletes,Tom Brady,Global,4
2020,Athletes,Mike Tyson,Global,5
2020,Concerts,Together At Home concert,Global,1
2020,Concerts,Fire Fight Australia concert,Global,2
2020,Concerts,Garth Brooks drive in concert,Global,3
2020,Concerts,Travis Scott Fortnite concert,Global,4
2020,Concerts,BTS online concert,Global,5
2020,Games,Among Us,Global,1
2020,Games,Fall Guys: Ultimate Knockout,Global,2
2020,Games,Valorant,Global,3
2020,Games,Genshin Impact,Global,4
2020,Games,The Last of Us 2,Global,5
2020,Loss,Kobe Bryant,Global,1
2020,Loss,Naya Rivera,Global,2
2020,Loss,Chadwick Boseman,Global,3
2020,Loss,Sushant Singh Rajput,Global,4
2020,Loss,George Floyd,Global,5
2020,Lyrics,WAP,Global,1
2020,Lyrics,Savage Love,Global,2
2020,Lyrics,GOOBA,Global,3
2020,Lyrics,Skechers,Global,4
2020,Lyrics,Dynamite,Global,5
2020,Movies,Parasite,Global,1
2020,Movies,1917,Global,2
2020,Movies,Black Panther,Global,3
2020,Movies,365 Dni,Global,4
2020,Movies,Contagion,Global,5
2020,News,Coronavirus,Global,1
2020,News,Election results,Global,2
2020,News,Iran,Global,3
2020,News,Beirut,Global,4
2020,News,Hantavirus,Global,5
2020,People,Joe Biden,Global,1
2020,People,Kim Jong Un,Global,2
2020,People,Boris Johnson,Global,3
2020,People,Kamala Harris,Global,4
2020,People,Tom Hanks,Global,5
2020,Recipes,Dalgona coffee,Global,1
2020,Recipes,Ekmek,Global,2
2020,Recipes,Sourdough bread,Global,3
2020,Recipes,Pizza,Global,4
2020,Recipes,Lahmacun,Global,5
2020,Searches,Coronavirus,Global,1
2020,Searches,Election results,Global,2
2020,Searches,Kobe Bryant,Global,3
2020,Searches,Zoom,Global,4
2020,Searches,IPL,Global,5
2020,TV Shows,Tiger King,Global,1
2020,TV Shows,Big Brother Brasil,Global,2
2020,TV Shows,Money Heist,Global,3
2020,TV Shows,Cobra Kai,Global,4
2020,TV Shows,The Umbrella Academy,Global,5
